,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history
2809,Ford Focus,1795,111741,2010,,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,
2811,Audi A5 DIESEL COUPE,16555,68603,2017,1,Diesel,Coupe,2.0L,Automatic,2,4,Euro 6,Full
2813,Toyota Yaris,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
2814,Peugeot 207,2190,50668,2008,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
2815,Land Rover Freelander 2,1995,85207,2011,1,Diesel,SUV,2.2L,Manual,5,5,Euro 5,
2816,Vauxhall Corsa,1995,92741,2009,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
2818,Vauxhall Adam,3495,114741,2013,,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,
2820,SKODA Fabia,3750,115000,2012,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
2821,Peugeot 2008,3495,94741,2015,,Diesel,SUV,1.4L,Manual,5,5,Euro 5,
2822,Ford KA,1995,100741,2011,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,
2823,BMW 3 Series,1950,173006,2005,6,Diesel,Coupe,2.0L,Manual,2,5,Euro 4,
2824,Fiat 500,4250,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
2825,Toyota Yaris,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
2827,Toyota Aygo,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
2828,Renault Twingo,1495,118741,2010,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,
2829,Vauxhall Vectra,2795,57827,2007,2,Petrol,Hatchback,2.0L,Manual,5,5,Euro 4,
2831,Ford Fusion,1795,87742,2007,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
2832,Vauxhall Corsa,4500,75474,2014,1,Diesel,Hatchback,1.3L,Manual,3,5,Euro 5,
2833,Renault Clio,1145,134000,2002,,Diesel,Hatchback,1.5L,Manual,3,5,Euro 3,
2931,Vauxhall Corsa,3700,60000,2011,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
2932,Ford Fiesta,4995,87650,2013,6,Petrol,Hatchback,1.0L,Manual,3,5,Euro 5,
2933,Vauxhall Corsa,2750,65300,2011,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
2934,SKODA Rapid,4750,71569,2014,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
2935,Vauxhall Astra,5000,97300,2017,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,Full
2936,Mercedes-Benz C Class,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
2937,Toyota Aygo,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
2939,Renault Clio,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
2940,Honda Cr-v,1895,154000,2008,3,Diesel,SUV,2.2L,Manual,5,5,Euro 4,
2941,KIA Ceed,6195,99094,2018,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
2942,Peugeot 207,2199,79500,2009,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
2943,Volkswagen Scirocco,3690,179000,2012,2,Diesel,Hatchback,2.0L,Manual,3,4,Euro 5,
2944,Ford Focus,4000,98159,2013,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
2945,SEAT Leon,4700,128386,2015,1,Diesel,Hatchback,1.6L,Manual,3,5,Euro 5,
2946,KIA Sportage,3990,124568,2010,,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
2947,Audi A3,5990,65000,2009,,Petrol,Hatchback,2.0L,Manual,3,5,Euro 4,Full
2950,Fiat 500,4250,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
2951,Renault Clio,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
2953,Nissan Leaf,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
2954,Peugeot 208,3250,106500,2013,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
2955,Land Rover Freelander 2,5290,92148,2010,2,Diesel,SUV,2.2L,Automatic,5,5,Euro 4,
2956,Ford Fiesta,1645,94000,2005,,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,
2957,Nissan Qashqai Hatchback Special Editions,6929,79814,2013,2,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
2958,Audi A4 Cabriolet,3750,88000,2008,3,Petrol,Convertible,1.8L,Manual,2,4,Euro 4,
2959,Volkswagen Polo,4000,88000,2014,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
2960,Renault Scenic,2490,72000,2010,2,Petrol,MPV,1.6L,Manual,5,5,Euro 5,
2962,Nissan Juke,4000,107000,2013,3,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
2963,Vauxhall Insignia Grand Sport,11995,57952,2019,1,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
2964,Renault Clio,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
2965,Nissan Leaf,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
2967,Toyota Yaris,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
2968,Ford Focus,2275,100969,2009,5,Diesel,Hatchback,2.0L,Manual,5,5,Euro 4,
2970,Volkswagen Golf Plus,2499,135785,2010,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
2971,Honda Civic,2690,123000,2011,3,Diesel,Hatchback,2.2L,Manual,5,5,Euro 4,
2972,BMW 3 Series,3495,136000,2011,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
2973,Mitsubishi ASX,6490,76589,2014,3,Diesel,SUV,1.8L,Manual,5,5,Euro 5,Full
2974,BMW 1 Series,3590,100116,2010,,Diesel,Coupe,2.0L,Manual,2,4,Euro 5,
2975,Peugeot 107,2190,56000,2010,3,Petrol,Hatchback,1.0L,Manual,3,4,Euro 4,
2976,Vauxhall Insignia,6500,77009,2017,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
2977,Proton Savvy,1695,57170,2011,1,Petrol,Hatchback,1.2L,Manual,5,4,Euro 4,
2978,Fiat 500,4250,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
2979,Toyota Yaris,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
2981,Volkswagen Polo,16049,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
2982,BMW 1 Series,6495,80000,2012,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
2983,Volkswagen Sharan,5999,116443,2011,2,Petrol,MPV,1.4L,Manual,5,7,Euro 5,
2984,SKODA Yeti,7990,112000,2015,2,Diesel,SUV,2.0L,Manual,5,5,Euro 5,
2985,Ford Fiesta,2300,91000,2009,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,
2986,Toyota Urbancruiser,2990,103099,2010,3,Petrol,SUV,1.3L,Manual,5,5,Euro 4,Full
2987,SKODA Fabia Diesel Estate,3990,79547,2014,2,Diesel,Estate,1.6L,Manual,5,5,Euro 5,
2988,Volkswagen Polo,6995,37000,2011,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
2989,BMW 3 Series,3990,97000,2011,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
2990,Audi A4,1495,73091,2001,3,Petrol,Saloon,2.0L,Manual,4,5,Euro 4,
2991,Ford Focus,5995,82156,2008,,Petrol,Hatchback,2.5L,Manual,5,5,Euro 4,
2992,Fiat 500,4250,78033,2015,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,
2993,Volkswagen Polo,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
2995,Volkswagen Polo,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
2996,Mercedes-Benz C Class,1999,114299,2007,2,Diesel,Saloon,2.1L,Automatic,4,5,Euro 4,
2997,Vauxhall Astra,1785,110000,2008,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
2998,Volvo V40,8795,58000,2015,1,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
2999,KIA Venga,2900,69000,2010,,Petrol,MPV,1.4L,Manual,5,5,Euro 5,
3000,Peugeot 208,12802,42349,2021,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
3001,Citroen DS3 Cabrio,5495,49000,2013,2,Petrol,Convertible,1.6L,Manual,2,5,Euro 5,
3002,Vauxhall Astra,3195,82000,2012,6,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
3003,Ford Fiesta,7130,52200,2018,3,Petrol,Hatchback,1.1L,Manual,3,5,Euro 6,
3005,Mazda Mazda3,4800,96723,2007,4,Petrol,Hatchback,2.3L,Manual,5,5,Euro 4,
3006,Ford Fiesta,2995,89999,2011,,Petrol,Hatchback,1.3L,Manual,3,5,Euro 5,
3007,Renault Clio,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
3009,Nissan Leaf,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
3010,Audi A3 Cabriolet,2495,140741,2008,,Diesel,Convertible,2.0L,Manual,2,4,Euro 4,
3011,Vauxhall Corsa,5495,22286,2011,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
3012,Mazda Mazda3,6550,82000,2014,,Diesel,Saloon,2.2L,Manual,4,5,Euro 6,Full
3013,Vauxhall Insignia,7895,114883,2017,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
3014,Ford Fiesta,6850,94600,2015,2,Petrol,Hatchback,1.0L,Automatic,5,5,Euro 6,
3015,Ford Focus,6790,76466,2015,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,Full
3016,Citroen C1,4800,63000,2011,,Petrol,Hatchback,1.0L,Automatic,5,4,Euro 5,
3017,Ford KA,1950,62700,2012,3,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,
3018,Ford Grand C-max,7990,50000,2014,,Diesel,MPV,1.6L,Manual,5,7,Euro 5,Full
3019,SKODA Octavia,6995,87000,2010,,Diesel,Estate,2.0L,Manual,5,5,Euro 4,
3020,Renault Clio,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
3021,Nissan Leaf,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
3023,Renault Clio,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
3024,Volkswagen Polo,6995,57978,2013,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
3026,Mercedes-Benz C Class,6495,122000,2015,5,Diesel,Coupe,2.1L,Automatic,2,4,Euro 5,
3027,Audi A1,7050,98700,2015,1,Diesel,Hatchback,1.6L,Automatic,5,5,Euro 6,
3028,Toyota Yaris,5695,69036,2012,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,
3029,SKODA Superb,5990,118000,2015,2,Diesel,Estate,1.6L,Manual,5,5,Euro 5,Full
3030,Volkswagen Scirocco,6290,69000,2008,,Petrol,Hatchback,2.0L,Automatic,3,4,Euro 4,Full
3031,Fiat 500L,7750,28500,2015,3,Diesel,MPV,1.3L,Manual,5,5,Euro 6,Full
3032,Audi TT,6495,96000,2013,,Diesel,Coupe,2.0L,Automatic,3,4,Euro 5,
3033,Nissan Qashqai,2995,162753,2012,2,Diesel,SUV,1.5L,Manual,5,5,Euro 5,Full
3035,BMW 2 Series,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
3037,Nissan Leaf,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
3038,Volkswagen Beetle,10995,31700,2013,1,Petrol,Hatchback,1.2L,Automatic,3,4,Euro 5,
3039,Vauxhall Corsa,4300,34000,2018,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
3040,Volkswagen Golf,5195,86069,2011,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,Full
3041,Ford B-max,4950,61000,2013,2,Petrol,MPV,1.0L,Manual,5,5,Euro 5,
3042,BMW 3 SERIES,4295,116275,2008,,Diesel,Convertible,3.0L,Automatic,2,4,Euro 4,
3043,Vauxhall Corsa,4595,101971,2015,1,Diesel,Hatchback,1.3L,Manual,5,5,Euro 6,
3044,Vauxhall Insignia,3999,93379,2013,3,Petrol,Hatchback,1.8L,Manual,5,5,Euro 5,
3045,Ford Fiesta,2490,119785,2009,3,Diesel,Hatchback,1.4L,Manual,5,5,Euro 4,
3046,Infiniti Q30,11295,35340,2017,,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
3047,SEAT Ibiza,1495,120741,2008,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
3051,Nissan Juke,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
3053,Volkswagen Beetle,3575,95000,2005,,Petrol,Convertible,2.0L,Automatic,2,4,Euro 4,
3054,Ford KA,3990,65323,2015,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,
3055,Marcos Martina,11495,19000,1981,5,Petrol,Convertible,2.0L,Manual,,2,,
3056,Fiat 500,3990,69218,2011,4,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,Full
3057,Vauxhall Corsa,3600,74000,2012,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
3058,BMW 3 Series,9100,101131,2015,,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
3059,Nissan Juke,4995,89999,2013,,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
3060,KIA Ceed,5425,82000,2013,,Diesel,Estate,1.6L,Manual,5,5,Euro 5,
3061,Renault Clio,4495,96967,2014,3,Petrol,Hatchback,1.1L,Manual,5,5,Euro 5,
3062,Ford Fiesta,2995,89999,2011,,Petrol,Hatchback,1.3L,Manual,3,5,Euro 5,
3063,Nissan Juke,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
3065,Nissan Leaf,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
3066,Ford KA,2290,59030,2011,3,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,
3067,Ford Kuga,5790,128000,2014,,Diesel,SUV,2.0L,Manual,5,5,Euro 5,Full
3068,Mercedes-Benz S Class,1995,189988,2005,,Diesel,Saloon,3.2L,Automatic,4,5,Euro 3,
3069,Nissan X-trail,6850,152584,2016,,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
3070,Hyundai Kona,13450,19539,2019,,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
3072,Nissan Qashqai,6000,87018,2014,3,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
3073,Ford Mondeo,7990,78000,2017,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,Full
3074,Nissan Juke,5100,76000,2015,2,Petrol,SUV,1.2L,Manual,5,5,Euro 5,
3075,SEAT Ibiza,6250,80000,2015,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,Full
3077,Nissan Leaf,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
3079,Volkswagen Polo,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
3080,SEAT Ibiza,6250,80000,2015,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,Full
3081,BMW 3 Series,3990,97000,2011,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
3082,Mercedes-Benz E Class,8995,73000,2014,1,Diesel,Saloon,2.1L,Automatic,4,5,Euro 5,Full
3083,Suzuki Swift Hatchback,5450,64156,2015,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
3085,Toyota Aygo,1995,57213,2011,2,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
3086,Vauxhall Insignia,2750,117221,2013,3,Diesel,Estate,2.0L,Automatic,5,5,Euro 5,
3087,Nissan Juke,4500,67000,2010,3,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
3089,BMW 3 Series,6995,84000,2008,,Petrol,Coupe,3.0L,Automatic,2,4,Euro 4,
3090,MINI Hatch,3995,59000,2010,,Petrol,Hatchback,1.6L,Manual,3,4,Euro 5,
3091,BMW 2 Series,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
3093,Volkswagen T-cross,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
3094,Ford Fiesta,10795,52188,2019,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
3095,Audi A3,13500,44000,2016,1,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,
3096,BMW X5,6490,115258,2009,,Diesel,SUV,3.0L,Automatic,5,5,Euro 4,Full
3097,Vauxhall Corsa,5690,53407,2014,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
3098,Hyundai i10,1995,108741,2011,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
3099,BMW 3 SERIES,10995,82609,2015,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
3101,Peugeot 207 CC,2490,70679,2010,3,Petrol,Convertible,1.6L,Manual,2,4,Euro 5,
3102,Nissan Qashqai,5999,91474,2013,2,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
3103,Nissan X-trail,6850,152584,2016,,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
3104,Hyundai i20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
3105,Volkswagen T-cross,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
3107,BMW 2 Series,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
3108,Vauxhall Corsa,3500,44360,2010,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,Full
3109,Peugeot 308,3500,97900,2009,4,Diesel,Estate,2.0L,Manual,5,5,Euro 4,Full
3111,Nissan Qashqai,7250,66000,2013,,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
3113,Mercedes-Benz A Class,1995,97741,2011,,Petrol,Hatchback,1.5L,Manual,5,5,Euro 5,
3114,Vauxhall Corsa Hatchback,4995,102412,2016,1,Petrol,Hatchback,1.2L,Manual,3,5,Euro 6,
3115,Citroen DS3,5000,47400,2013,3,Petrol,Hatchback,1.6L,Manual,3,5,Euro 5,
3116,Vauxhall Viva Hatchback,5495,68084,2015,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
3117,Vauxhall Corsa,5000,75300,2016,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
3118,Mercedes-Benz C Class,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
3119,BMW 2 Series,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
3121,Toyota Aygo,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
3122,Peugeot 108,5475,49812,2014,1,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
3123,Land Rover Freelander 2,3750,121000,2009,2,Diesel,SUV,2.2L,Manual,5,5,Euro 4,
3124,Ford Fiesta,6250,41440,2014,2,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,
3125,BMW 7 Series,4000,83000,2006,,Petrol,Saloon,4.8L,Automatic,4,5,Euro 4,Full
3126,Maserati Granturismo,16000,66000,2008,,Petrol,Coupe,4.2L,Automatic,2,4,Euro 4,Full
3127,Vauxhall Corsa,6495,41046,2016,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
3128,Vauxhall Astra,3375,86327,2011,3,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
3129,Fiat 500L,7750,28500,2015,3,Diesel,MPV,1.3L,Manual,5,5,Euro 6,Full
3131,Peugeot 308,4000,26994,2008,,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,
3132,Hyundai i20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
3133,Toyota Aygo,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
3135,Renault Clio,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
3136,Citroen C3,7999,56425,2017,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
3137,Peugeot 108,5950,49430,2014,3,Petrol,Hatchback,1.2L,Manual,5,4,Euro 5,
3138,Ford Kuga,6990,94000,2015,,Diesel,SUV,2.0L,Manual,5,5,Euro 6,Full
3139,Vauxhall Astra,5500,45000,2013,3,Petrol,Estate,1.6L,Manual,5,5,Euro 5,
3140,Nissan Note,4490,86000,2014,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
3141,Audi A5 Cabriolet,6250,87000,2011,3,Diesel,Convertible,2.0L,Manual,2,4,Euro 5,
3142,Land Rover Freelander 2,7295,102465,2012,1,Diesel,SUV,2.2L,Automatic,5,5,Euro 5,Full
3143,Nissan Juke,4995,89999,2013,,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
3144,Ford Kuga,5600,49000,2009,,Diesel,SUV,2.0L,Manual,5,5,Euro 4,
3145,Ford Fiesta,5995,71582,2015,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 6,
3146,Mercedes-Benz C Class,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
3147,Renault Clio,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
3149,Nissan Leaf,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
3150,SEAT Tarraco,17500,36774,2020,1,Diesel,SUV,2.0L,Manual,5,7,Euro 6,Full
3151,Vauxhall Combo,4250,35616,2010,1,Diesel,Combi Van,1.3L,Manual,3,,Euro 4,
3152,Peugeot 308,8125,114288,2018,1,Diesel,Hatchback,1.5L,Automatic,5,5,Euro 6,
3153,Vauxhall Agila,1995,46908,2007,2,Petrol,MPV,1.2L,Manual,5,5,Euro 4,Full
3154,Audi A3 Cabriolet,8990,67000,2014,,Petrol,Convertible,1.4L,Manual,2,4,Euro 6,
3156,Ford Kuga,5495,105000,2014,,Diesel,SUV,2.0L,Manual,5,5,Euro 5,Full
3157,Ford Focus,5975,94777,2015,,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
3158,Vauxhall Corsa,9350,92330,2020,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
3159,Audi A1,10990,48000,2015,3,Diesel,Hatchback,1.6L,Automatic,3,5,Euro 6,
3160,Renault Grand Scenic,4000,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,Full
3161,Nissan Leaf,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
3163,Audi A5 DIESEL COUPE,16555,68603,2017,1,Diesel,Coupe,2.0L,Automatic,2,4,Euro 6,Full
3165,BMW 1 Series,7495,58601,2013,2,Diesel,Hatchback,2.0L,Manual,3,5,Euro 5,
3166,Volkswagen Beetle,1450,90100,2002,5,Petrol,Hatchback,2.0L,Manual,3,4,Euro 4,Full
3167,Ford Focus,4995,71500,2012,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 5,
3168,Peugeot 208,3495,87741,2013,,Diesel,Hatchback,1.4L,Manual,5,5,Euro 5,
3169,Ford Fiesta,6850,94600,2015,2,Petrol,Hatchback,1.0L,Automatic,5,5,Euro 6,
3170,SKODA Roomster,4290,76507,2013,,Diesel,MPV,1.6L,Manual,5,5,Euro 5,
3171,Ford Focus,7499,59300,2016,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
3172,Renault Clio,4995,93000,2004,5,Petrol,Hatchback,2.0L,Manual,3,5,Euro 3,
3174,Hyundai i20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
3175,Nissan Juke,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
3177,Toyota Aygo,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
3178,BMW 3 Series,2590,115000,2010,,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
3179,Smart Forfour,6695,35814,2016,2,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
3180,Mercedes-Benz A-class,12995,49938,2016,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 6,
3181,Vauxhall Astra,4700,69000,2013,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
3182,BMW 5 Series,6950,96000,2014,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,Full
3183,Citroen C3 Picasso,4250,49000,2011,2,Diesel,MPV,1.6L,Manual,5,5,Euro 5,
3184,Vauxhall Corsa Hatchback,6690,54956,2015,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,
3186,MINI Hatch ONE,5995,85592,2016,,Diesel,Hatchback,1.5L,Manual,3,4,Euro 6,
3187,Renault Megane,11795,22000,2019,1,Petrol,Hatchback,1.3L,Manual,5,5,Euro 6,
3188,Toyota Aygo,1795,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
3189,Toyota Aygo,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
3191,BMW 2 Series,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
3192,Infiniti FX,7999,88000,2011,,Diesel,SUV,3.0L,Automatic,5,5,Euro 5,Full
3193,Peugeot 208,5500,78900,2016,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
3194,Peugeot 308 CC,2800,96024,2011,4,Diesel,Convertible,2.0L,Manual,2,4,Euro 5,
3195,Volvo XC90,2995,174500,2006,3,Diesel,SUV,2.4L,Automatic,5,7,Euro 4,
3196,Land Rover Range Rover Evoque Diesel Hatchback,14861,81933,2014,2,Diesel,SUV,2.2L,Automatic,5,5,Euro 5,
3198,Volkswagen Polo,6495,79004,2015,1,Diesel,Hatchback,1.4L,Manual,5,5,Euro 6,
3199,Ford Ecosport,9495,49482,2017,2,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
3200,Mercedes-Benz C Class,18450,44000,2017,3,Diesel,Coupe,2.1L,Automatic,2,4,Euro 6,Full
3203,Nissan Qashqai,14990,45774,2020,,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
3205,Nissan Juke,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
3206,Ford Focus,7475,96765,2017,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
3207,Fiat 500,6595,22000,2016,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 6,Full
3208,Ford Focus Diesel Hatchback,13950,35843,2020,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
3209,Citroen C3 AIRCROSS DIESEL MPV,8490,94814,2017,2,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
3210,Mercedes-Benz E Class,10995,105000,2014,,Diesel,Convertible,3.0L,Automatic,2,4,Euro 6,
3211,Peugeot 3008,3995,86897,2012,3,Diesel,SUV,2.0L,Manual,5,5,Euro 5,
3212,Ford Mondeo,8490,142263,2018,3,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,Full
3215,Renault Clio,7799,29740,2015,3,Petrol,Hatchback,0.9L,Manual,5,5,Euro 5,Full
3216,Renault Clio,6495,74434,2017,2,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
